cl1,date,message,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT
159,2021-05-09 20:40:03,"Tonight, Jon Wertheim tells the little-known story of the ""Ritchie Boys,"" a group who used their knowledge of German language and culture to gather more than half the combat intelligence on the Western Front.",0.08689302,0.0046965363,0.054564483,0.05438795,0.035440873,0.02515188
160,2021-05-09 14:14:30,"Prime Minister Benjamin Netanyahu made the following remarks today, at the start of the special Cabinet meeting, at Jerusalem City Hall, to mark Jerusalem Day: ""We are currently witnessing violent disturbances in Jerusalem under the influence of agitators. Over the weekend, I held ongoing assessments of the situation with the Defense Minister, Public Security Minister, the IDF Chief-of-Staff, the Israel Police Inspector General, the head of the ISA, the head of the National Security Council and other officials. We will not allow any extremist element to undermine the quiet in Jerusalem. We will uphold law and order – vigorously and responsibly. We will continue to guard freedom of worship for all faiths but we will not allow violent disturbances. In the same breath, I say to the terrorist organizations: Israel will respond powerfully to any act of aggression from the Gaza Strip. Jerusalem has been the capital of the Jewish people for thousands of years. Our roots in Jerusalem go back to Biblical times. Our continuous link with Jerusalem has been maintained in all generations. Every archaeological find attests to the strength of this link. We are uncovering Jerusalem's past even as we ensure its future. For 54 years, Jerusalem has been united under the rule of the democratic State of Israel. When one looks back over thousands of years of Jewish rule and the foreign rule, and today again under the state of the Jews, only under the sovereignty of Israel has full and consistent freedom of worship been ensured for all faiths, and thus we will continue. At the same time, we are developing Jerusalem in every sphere: Construction, transportation infrastructure, employment, high-tech and science, heritage, culture, the arts and more. We emphatically reject the pressures not to build in Jerusalem. Unfortunately, these pressures have been increasing of late. I say to our best friends as well: Jerusalem is the capital of Israel. Just as every people builds its capital and in its capital, so too do we reserve the right to build Jerusalem and in Jerusalem. This is what we have done and what we will continue to do."" Video: Roi Avraham, GPO Sound: Nir Sharf, GPO",0.09978092,0.004220938,0.032668494,0.047508445,0.011720603,0.015320538
161,2021-05-09 12:42:29,"Following are excerpts from Prime Minister Benjamin Netanyahu’s remarks, today at the start of the special Cabinet meeting at Jerusalem City Hall, to mark Jerusalem Day: ""We are currently witnessing violent disturbances in Jerusalem under the influence of agitators. Over the weekend, I held ongoing assessments of the situation with the Defense Minister, Public Security Minister, the IDF Chief-of-Staff, the Israel Police Inspector General, the head of the ISA, the head of the National Security Council and other officials. We will not allow any extremist element to undermine the quiet in Jerusalem. We will uphold law and order – vigorously and responsibly. We will continue to guard freedom of worship for all faiths but we will not allow violent disturbances. In the same breath, I say to the terrorist organizations: Israel will respond powerfully to any act of aggression from the Gaza Strip. Jerusalem has been the capital of the Jewish people for thousands of years. Our roots in Jerusalem go back to Biblical times. Our continuous link with Jerusalem has been maintained in all generations. Every archaeological find attests to the strength of this link. We are uncovering Jerusalem's past even as we ensure its future. For 54 years, Jerusalem has been united under the rule of the democratic State of Israel. When one looks back over thousands of years of Jewish rule and the foreign rule, and today again under the state of the Jews, only under the sovereignty of Israel has full and consistent freedom of worship been ensured for all faiths, and thus we will continue. At the same time, we are developing Jerusalem in every sphere: Construction, transportation infrastructure, employment, high-tech and science, heritage, culture, the arts and more. We emphatically reject the pressures not to build in Jerusalem. Unfortunately, these pressures have been increasing of late. I say to our best friends as well: Jerusalem is the capital of Israel. Just as every people builds its capital and in its capital, so too do we reserve the right to build Jerusalem and in Jerusalem. This is what we have done and what we will continue to do. The State of Israel has been rightly known over the years as a country that that cares for and looks after its soldiers who have served in defense of its security and who have been wounded during their service, whether in battle or during their service. Our reputation in the world was completely justified because it genuinely expressed this true relationship, which is rooted deep in the heart of the citizens of Israel. But on the other hand, one cannot deny that over the years there has been a certain slackening as happens in every bureaucratic establishment and it has become necessary to reinvigorate our commitment in both reforms and budgets. Today we are submitting for Cabinet approval the reform of the Defense Ministry Rehabilitation Division, a step that is both necessary and the right thing to do. Following many discussions and great efforts on our part, and personal intervention by myself and the Defense Minister, we have reached agreements that will get the reform underway. As we promised, this year we will transfer approximately NIS 300 million to the Rehabilitation Division, a budget that will be entered into the base of the state budget. I would like to thank the Defense and Finance ministers, the Handicapped IDF Veterans Organization and the Director General of the Prime Minister's Office for concluding the outline. It really is about time."" Photo: Haim Zach, GPO",0.06132676,0.002630655,0.025505343,0.037830796,0.008057915,0.0131214205
162,2021-05-10 20:35:09,"A putrid stench hangs over Sheikh Jarrah, a tiny neighbourhood of East Jerusalem where protesters are trying to prevent Israel evicting eight Palestinian families and letting Jews move in.",0.43275943,0.07220718,0.398219,0.40621898,0.23852378,0.26902026
163,2021-05-10 19:19:49,"The Perseverance rover and the search for ancient life on Mars. Stories from members of the Ritchie Boys, a secret U.S. WWII intelligence unit bolstered by German-born Jews. It's all on 60 Minutes.",0.22952124,0.012781713,0.2980635,0.13720548,0.057520736,0.030400192
164,2021-05-10 15:25:17,"Israeli police firing tear gas, stun grenades and rubber bullets clashed with stone-throwing Palestinians at a flashpoint Jerusalem holy site Monday, the latest in a series of confrontations that threatened to push the contested city toward wider conflict. More than a dozen tear gas canisters and stun grenades landed in the Al-Aqsa mosque, located in a compound sacred to both Jews and Muslims, said an Associated Press photographer at the scene.",0.040971663,0.0024968928,0.04883728,0.019795185,0.009836935,0.05279297
165,2021-05-10 11:36:24,"Prime Minister Benjamin Netanyahu, this morning, at Mt. Herzl in Jerusalem, at the state memorial ceremony for Ethiopian Jews who perished while on their way to Israel: ""A struggle is now being raged for the heart of Jerusalem. It is not a new struggle. It is the struggle between intolerance and tolerance, between law-breaking violence and law and order. This struggle is not new because it has been waged, in effect, over Jerusalem and the heart of Jerusalem for hundreds of years, since the rise of the three monotheistic faiths. Sometimes one side was in control and excluded the other two and sometimes they traded places and the same thing happened. It could be said that in the long history of Jerusalem, only under Israeli sovereignty since 1967, have we witnessed a prolonged, stable and safe period in which we have been working to ensure freedom of worship and tolerance for all. This is not a mission that we can carry out without conflict from time to time with those same forces of intolerance that want to expropriate our rights – first of all our rights, but not just ours – on the Temple Mount and other holy sites. We insist on ensuring the rights of everyone, this occasionally requires taking a strong stand as the officers of the Israel Police, and our security forces, are doing at the moment. We back them in this just struggle. Of course, these things are being expressed erroneously and misleadingly in the global media. In the end truth will win but we must constantly reiterate it.""",0.15918289,0.0073123286,0.078746006,0.06879682,0.018557623,0.018129492
166,2021-05-10 0:19:57,"The Ritchie Boys were responsible for uncovering more than half the combat intelligence on the Western Front during World War II. For the many German-born Jews in their ranks, defeating the Nazis was heartbreakingly personal.",0.16413476,0.007847377,0.1822667,0.100814514,0.03362697,0.036842447
167,2021-05-10 0:05:16,"""Of course there are laws that some people may consider as favoring Jews—it's a Jewish state,"" Fleur Hassan-Nahoum, a deputy mayor of Jerusalem, said.",0.04818217,0.0017612012,0.07142791,0.019355292,0.005999833,0.011208744
168,2021-05-11 23:39:03,"Arab citizens of Israel went on a rampage against their Jewish neighbors in the cities of Lod (or Lydda) and Ramle on Tuesday night, setting synagogues on fire, attacking stores, and forcing authorities to evacuate Jewish residents.",0.2752517,0.018548347,0.36871558,0.13512498,0.08786852,0.40362522
169,2021-05-11 22:49:29,"""This is the same man who routinely takes sides against the one Jewish state in the world ...""",0.2712817,0.01052262,0.37632328,0.15626022,0.049023356,0.025373641
170,2021-05-11 20:03:22,"HORROR: Hamas political leader and designated terrorist Fathi Hammad called on Palestinians in Jerusalem on Friday to buy cheap knives in order to behead Jews. Meanwhile, Democrats continue to cozy up to the Gaza terror group while condemning Israel for responding to attacks against it and calling to end or condition aid to the Jewish state.",0.3897707,0.065416574,0.3339182,0.19972146,0.07613404,0.4182733
171,2021-05-11 15:45:03,"""In simple terms, Palestinians rioted, Palestinians fired rockets targeting Israeli civilians, and the Israeli military targeted those firing the rockets.""",0.24991328,0.013911259,0.2980635,0.09799495,0.02246449,0.3664023
172,2021-05-11 15:35:05,Here's why the Aqsa Mosque has been a chronic flash point in the protracted Israeli-Palestinian conflict.,0.08050597,0.0022888184,0.085745916,0.032698713,0.009069514,0.016614135
173,2021-05-11 13:04:46,"U.S. Secretary of State Antony Blinken expressed concerns about the violence and 'provocative actions' in and around Haram al-Sharif, the hilltop compound in Jerusalem’s walled Old City known to Jews as the Temple Mount https://reut.rs/3biesix",0.19239926,0.012543914,0.2980635,0.123370975,0.104054,0.17432949
174,2021-05-11 8:55:08,"The Aqsa Mosque in Jerusalem, the site of recent violent clashes between Palestinians and Israeli security forces, is part of one of the most contested pieces of religious territory in the Holy Land. Here’s a look at the significance of the mosque.",0.1250247,0.004488462,0.076836936,0.03416502,0.006906784,0.014618298
175,2021-05-12 21:42:04,"Prime Minister Benjamin Netanyahu, this evening: ""What is happening in Israel's cities over the past few days is unacceptable. We have seen Arab rioters set fire to synagogues and vehicles and attack police officers. They are attacking peaceful and innocent citizens. This is something that we cannot accept; it is anarchy. Nothing justifies this and I will tell you that nothing justifies the lynching of Jews by Arabs and nothing justifies the lynching of Arabs by Jews. We will not tolerate this. This violence is not us. We will restore administration and governance in Israel's cities everywhere, in all cities, in the Jewish-Arab integrated cities, in Jewish cities, everywhere. I have ordered the police to adopt emergency powers, to reinforce with Border Police units and, of course, to impose curfews where necessary. I am now going to an emergency meeting in order to give the police additional powers, give more backing for the police, and give them additional forces. I also intend to bring in military forces according to the existing law and we will pass an additional law if necessary. We must tell the police and soldiers that we are sending them to maintain order. We will do everything so that they will have the necessary powers and forces to carry out the mission. To the citizens of Israel I say that I do not care if your blood is boiling. You cannot take the law into your own hands. You cannot grab an ordinary Arab citizen and try to lynch him – just as we cannot watch Arab citizens do this to Jewish citizens. This will not happen. This is something that I am certain is shared by most citizens of Israel. We are in a fight on two fronts, on one front against Hamas and we are all united and Hamas is firing missiles and rockets that hurt Jews and Arabs alike. Let us come together and do the task that is necessary for us as citizens of our state – to restore governance, eliminate this anarchy and maintain and restore the security and quiet that we all deserve.""",0.2995453,0.018905045,0.13381985,0.100814514,0.01953434,0.03246995
176,2021-05-12 19:55:22,"A mob of Arab citizens of Israel attempted to “lynch” a Jewish man in the mixed city of Acre on Wednesday, the latest incident of growing violence between Jews and Arabs in Israel itself after Palestinians fomented violence last week.",0.31693128,0.032133285,0.39973524,0.17001967,0.13207485,0.42411652
177,2021-05-12 19:52:46,"According to Pew Research, while the majority of Jews identify as Democrat, three out of four Orthodox Jews identify as Republican.",0.080905534,0.0036858893,0.12970537,0.046042133,0.023301676,0.016244536
178,2021-05-12 19:23:34,The also tweeted love for Hamas too.,0.040971663,0.002511755,0.03245781,0.033285238,0.013813568,0.017575093
179,2021-05-12 4:00:40,"Not a member yet? Get Readers Pass for exclusive Members-only content. Enjoy reporting and perspectives from a variety of authors, commentators, and experts in their fields for only $4/month! Click here for more details => https://bit.ly/2VwEKpn",0.008468757,0.00065766374,0.012179777,0.005242058,0.003488275,0.010270885
180,2021-05-12 3:08:32,"A new, wide-ranging survey has revealed the opinions of U.S. Jews on the Israeli-Palestinian conflict with a minority of those surveyed believing Israel and Palestine seek peace amid their heightening conflicts.",0.05773066,0.0021550562,0.07747329,0.02228791,0.01332521,0.015911896
181,2021-05-13 20:30:00,"Meanwhile, Democrats continue to throw Israel under the bus at every opportunity.",0.31714454,0.017002651,0.2980635,0.20308961,0.032092128,0.39574468
182,2021-05-13 18:25:04,"“People have lost all their faith,” said an Arab resident of Lod, an Israeli city where Jews and Arabs living side by side have experienced three nights of violent confrontations. “There is a feeling it’s only getting worse,"" lamented one Jewish resident.",0.16035037,0.0057666334,0.16028628,0.0855889,0.0571161,0.03158291
183,2021-05-13 18:00:11,"Chaos erupted in Israeli cities with mixed Jewish-Arab populations on Wednesday night, marking an escalation in the country’s worst communal violence in two decades.",0.0070804367,0.00024523053,0.022766491,0.0077714426,0.0018226237,0.010755985
184,2021-05-13 14:00:10,Yikes...,0.016937515,0.0015308331,0.016024703,0.016349357,0.011650838,0.014766138
185,2021-05-13 9:02:10,Decades of pent-up grievances and nationalism have exploded into mob violence between Arabs and Jews.,0.317855,0.019261744,0.4165676,0.19557863,0.1357469,0.2030301
186,2021-05-13 6:53:16,Hundreds of people have been arrested on rioting charges and the city of Lod was placed on lockdown after Jews and Arabs clashed in Israel's streets. Follow live updates.,0.16482529,0.007490678,0.22423567,0.082755424,0.034185093,0.04880534
187,2021-05-13 3:25:05,"“This is something that is new, this is unbearable, this is horrific, and I’m very worried,” said Tzipi Livni, a veteran former cabinet minister and former chief negotiator in peace talks with the Palestinians.",0.09870692,0.0026901048,0.045337327,0.06451919,0.017720437,0.013084461
188,2021-05-14 23:52:51,The mob violence in Israel is prompting horrified Arabs and Jews to ask: How much hard-won progress will be undone? Will it be possible to heal?,0.37360558,0.03325399,0.36871558,0.18033926,0.063185655,0.10064454
189,2021-05-14 20:16:35,"""75% of Orthodox Jews said they were Republicans or leaned Republican, compared with 57% in 2013""",0.089577995,0.0030765287,0.14378123,0.048759483,0.014162396,0.01339862
190,2021-05-14 19:00:47,"In politics and elsewhere, Jews and Arabs were finding better ways to coexist, and then came the rockets.",0.24242763,0.012008865,0.35383156,0.1654332,0.091914885,0.027739078
191,2021-05-14 12:54:28,"Fundamentally, this is about Hamas and its dedication, in word and deed, to destroying the Jewish state and murdering Jews. And it is about basic morality.",0.42750368,0.079397246,0.40073952,0.22066946,0.13003482,0.49873173
192,2021-05-15 21:31:19,"Prime Minister Benjamin Netanyahu: It has been five days since Hamas brazenly fired rockets at Jerusalem and other Israeli cities in a totally unprovoked attack. This past week, millions of Israelis were forced into bomb shelters as missiles rained down on our cities. Several Israelis have been killed. Many more have been wounded. You know and I know, no country would tolerate this. Israel will not tolerate this. Israel has responded forcefully to these attacks and we will continue to respond forcefully until the security of our people is reinstated and restored. We’ve eliminated dozens of Hamas terrorists and taken out hundreds of terrorist sites, including missile launchers and buildings that Hamas used to plan and perpetrate these attacks. Two nights ago, Israel also seriously degraded the terror infrastructure of Hamas. We knocked out part of the vast subterranean tunnel network that Hamas uses to attack Israel. I want to remind the world that in firing on our cities, Hamas is committing a double war crime. They’re targeting our civilians and hiding behind Palestinian civilians, effectively using them as human shields. As always, Israel is doing everything possible to protect our civilians and keep Palestinian civilians out of harm’s way. We demonstrated this yet again today when we warned civilians to vacate the building used by the Hamas terror intelligence. They vacated the premises before the target was destroyed and that’s why you don’t hear of casualties from these collapsing terror towers because we take special care to avoid these civilian casualties, exactly the opposite of Hamas. Defeating Hamas does not only serve Israel's interest, it serves the interests of all those who seek peace, stability and security in the Middle East. I want to thank Israel’s many friends in the international community who have strongly backed Israel’s action in defending ourselves. I want to thank the President of the United States Joe Biden and I want to thank the many countries, including European countries, who flew the Israeli flag in solidarity on their government buildings. No one should have any equivocation about the choice that is so clear here and I want to thank President Biden for his clear and unequivocal support. You cannot equate a democracy that values life with a terror organization that glorifies death. I also want to say a word about the violence we have seen in recent days within Israeli towns, from Lod to Bat Yam, from Akko to Haifa. The Jewish state will not tolerate pogroms against our citizens. We will not allow our Jewish citizens to be lynched or to live in fear of murderous Arab gangs. We will not tolerate the torching of synagogues and the torching of property. At the same time, we will not allow Jews to take the law into their own hands and attack innocent Arabs, or lynch an innocent Arab; there was one such case, such effort. We will not allow these attacks on innocent Jews or Arabs alike. To tolerate this unacceptable vigilantism and violence is to pave a way to anarchy. Israel is the Jewish and democratic state, where all our citizens, Jews, Arabs and everyone else, are equal before the law and will receive equal protection from those who enforce the law. I am fully confident that Israel will be able to deal with these threats from without and these threats from within. I am confident in our army. I am confident in our police. And above all, I am confident in the resolve and determination of the people of Israel. Just as we’ve always done, we will weather this storm and emerge stronger than ever. Thank you. Video: GPO",0.25676212,0.015813654,0.10439568,0.11716794,0.024138862,0.10634115
193,2021-05-15 3:00:02,"Although battles in Gaza have garnered more attention, analysts say, the ongoing strife poses a graver threat in the long term.",0.09816993,0.0030765287,0.039726302,0.0250739,0.011650838,0.024264842
194,2021-05-16 23:32:45,“I’ll take rockets any day over what’s going on in Jaffa.”,0.13745339,0.0071042543,0.08638227,0.059791278,0.043812733,0.16443272
195,2021-05-16 22:45:02,Appalling.,0.16035037,0.006569206,0.017762821,0.13550325,0.078157224,0.016207576
196,2021-05-16 20:01:36,"“This vile, violent racism is NOT welcome in London...""",0.28825936,0.011473817,0.3339182,0.23447432,0.06439956,0.030843712
197,2021-05-16 19:18:06,The bleacher was packed with ultra-Orthodox worshippers and collapsed during prayers at the beginning of a major Jewish holiday.,0.27045983,0.011889965,0.36742428,0.2162745,0.044370856,0.03320915
198,2021-05-16 19:00:07,"Israel’s official Twitter account accused Bella Hadid of advocating for “throwing Jews into the sea,” with a picture of her at a pro-Palestine protest.",0.3544517,0.04922404,0.4585353,0.19868575,0.1761881,0.42605466
199,2021-05-16 16:18:48,"Statement by Prime Minister Benjamin Netanyahu, this afternoon, with the Defense Minister and the IDF Chief-of-Staff, at the Kirya in Tel Aviv: ""Citizens of Israel, our campaign against the terrorist organizations is continuing with full force. We are exacting very heavy prices from Hamas for its intolerable aggression. The IDF has carried out attacks on over 1,500 targets in recent days. We have struck very hard at Hamas's underground activity. Hamas invested an entire decade and vast capital in the excavation of tunnels; most of it, not all, but a considerable part, is gone. Hamas's 'metro' has been transformed from a strategic asset into a deathtrap for terrorists. I said it yesterday and I will say it again today: No terrorist is immune. Additionally, we struck at Hamas's UAVs and drones, as well as at their naval capability. We have destroyed stockpiles of missiles and rockets. We have wrecked terrorist buildings, command centers and infrastructures throughout the Gaza Strip. We are doing this while making an effort to minimize injury to uninvolved persons. I salute the IDF, the ISA, the soldiers and fighters – they are all doing excellent work and we are very proud of them. I request that you, Defense Minister and IDF Chief-of-Staff, convey my congratulations, our congratulations, the congratulations of the entire nation, to the soldiers of the IDF and to the fighters of the ISA as well, and to the other men and women of the security services who are doing extraordinary work. With stratagems we make war [see Proverbs 24:6] and with daring we will be victorious. We are continuing to take action, even at this hour, as long as necessary to restore quiet and security to you, citizens of Israel. It will yet take time. There is talk about international pressure. There is always pressure but all in all we are receiving very serious backing, first of all from the US. Again, I would like to thank our friend, President Joe Biden, and also the many other countries that have truly taken incredible steps such as flying the Israeli flag over their government buildings. We very much appreciate this. There is a reason for this support because after the reprehensible attacks, such as those in Jerusalem, against Israel's cities, in the attempt to kill innocent Israeli citizens – we have international backing and we are using it, in our natural right to self-defense as well. This is what we did in Gaza and this is also what we are doing inside the country. I welcome the trend of calm that we see among the Arab public; it is not absolute. We just had a ramming attack in Jerusalem. However, all in all, we have seen a decline in this trend of violence by the Arab public and this is very important among the Arab public. I have always said that it is not the entire public and not a majority of the public but it is a significant minority, which we must deal with. We want to exact a price from the aggressor as in all types of terrorism. To restore the quiet and security and to rebuild deterrence and governance, will take time. In the face of these violent events, we have used the ISA. We deployed reinforced units throughout the country and we have carried out hundreds of arrests. We are taking action against those who used violence and disturbed the peace – they will be punished. Our goal is, first, to halt the violence. I hope that we are achieving this. Afterwards, to rehabilitate the relations between Jews and Arabs. We live together in this state and we need to get back on the track of coexistence, cooperation and partnership in the great success called 'the State of Israel'. I would like to say an additional word, to you, citizens of Israel. What Hamas wants to achieve is, first of all, as many dead Israelis as possible. The achievement that I would like to achieve, that we would all like to achieve, is, first of all, to save your lives. Therefore, I would like to remind you that for an entire year, we changed our behavior because of the coronavirus; we changed our routine. Thanks to our behavior, thanks to the actions we took together, we saved many lives. Therefore, I ask you all – minimize outdoor activity. Follow the directives. I am proud of your endurance. This evening we will celebrate Shavuot (https://www.jewfaq.org/holidayc.htm), the festival of the giving of the Torah. When the Torah was given, when we received the Ten Commandments, the people of Israel stood together, as Rashi (https://www.jewishvirtuallibrary.org/rabbi-shlomo-yitzchaki-rashi) writes, 'As one person, with one heart.' Thus we stand today – as one person, with one heart, with one heart in the fight for our state, one heart behind our soldiers, and one heart for our security and our future.""",0.17759849,0.009333623,0.073018804,0.09743104,0.019952932,0.027517317
200,2021-05-16 15:48:04,"Prime Minister Boris Johnson on Sunday said there was no place for anti-Semitism in society and that British Jews should not have to endure ""shameful racism"".",0.34388447,0.01712155,0.40047368,0.28602606,0.13656291,0.024412682
201,2021-05-16 2:32:07,"""... 53 percent say that 'as a Jewish person in the U.S., they personally feel less safe than they did five years ago.'”",0.16965903,0.0050829602,0.2980635,0.10419798,0.019255277,0.0144334985
202,2021-05-17 20:11:25,"The state of Israel used an official social media account Sunday to slam fashion model Bella Hadid for ""advocating for throwing Jews into the sea"" after she marched in a pro-Palestinian protest in New York.",0.31682462,0.036616106,0.40022755,0.193162,0.16017404,0.42411652
203,2021-05-17 20:01:37,"""It’s not about Israel. It’s never been about Israel.""",0.05253629,0.0021401937,0.10318067,0.028886307,0.010115997,0.011846303
204,2021-05-17 14:00:29,How did this escape CNN's notice? Or didn't it?,0.022945397,0.0013896397,0.016393395,0.022581173,0.008092797,0.0138791
205,2021-05-17 11:00:52,"As part of the anti-Israel convoy, one man is heard shouting through a loudspeaker remarks including: “F*ck the Jews,"" “F*ck their mothers,"" “F*ck their daughters,"" and “Rape their daughters.""",0.83020335,0.51887757,0.62899613,0.633912,0.717884,0.57012814
206,2021-05-17 8:47:01,The state of Israel's official Twitter account took aim at supermodel Bella Hadid after she shared a video on social media at a pro-Palestinian march in New York.,0.07011723,0.0033589152,0.078109644,0.041056678,0.018557623,0.020494929
207,2021-05-17 8:01:37,"“This vile, violent racism is NOT welcome in London...""",0.28825936,0.011473817,0.3339182,0.23447432,0.06439956,0.030843712
208,2021-05-18 7:04:05,"""On Sunday, Raja wrote in a now-deleted tweet: 'The world today needs a Hitler.'""",0.31693128,0.03997822,0.14378123,0.22506444,0.05023727,0.40362522
209,2021-05-19 22:58:08,"""I think it has to be said that many American Jews engaging with Israel haven't engaged much with their own Palestinian population there. Much of this is new and difficult, and it's a hard conversation to have, but it's a necessary conversation to have,"" says Dr. Brumberg.",0.08796701,0.002407718,0.06856431,0.027566627,0.009906701,0.012178943
210,2021-05-19 21:26:28,L.A. sushi restaurant attack is being investigated as an antisemitic hate crime,0.27045983,0.013078962,0.3339182,0.15167375,0.10648182,0.09152995
211,2021-05-19 21:00:43,These attacks aren't getting much attention in the mainstream media.,0.0681194,0.002511755,0.023925235,0.034898177,0.018697154,0.025521481
212,2021-05-19 20:07:07,"The Biden administration's comments on the inter-communal violence between Jews and Arabs in Israel have irked Israeli officials. One Israeli official lamenting the U.S. intervention asked: ""Would Israel dare to weigh in on the George Floyd killing?""",0.2712817,0.011652166,0.13078813,0.076901816,0.018976215,0.1525566
213,2021-05-19 19:21:36,"Mob of pro-Palestinian thugs ask LA diners if any of them are 'Jews,' witness says. Then mob beats up two Jewish men.",0.49542332,0.07460387,0.544788,0.437209,0.13819493,0.42411652
214,2021-05-20 21:47:06,"""Both the initial tweet and the display of 'accountability' were met with additional blowback.""",0.027409043,0.0013747773,0.013180512,0.037830796,0.011511307,0.0132692605
215,2021-05-20 21:09:15,Israeli Ambassador to the United Nations Gilad Erdan criticized the United Nations' hypocrisy and questioned whether they would have asked the Allied forces to show restraint against Hitler.,0.2299237,0.008798574,0.13511916,0.1921263,0.045786258,0.021751566
216,2021-05-20 1:11:05,Many young American Jews are confronting the Israel-Palestinian conflict in a very different context from their parents and grandparents.,0.09870692,0.003804789,0.13555226,0.037830796,0.021627305,0.017427254
217,2021-05-20 0:30:00,This is being stoked from the top.,0.10300289,0.0038642387,0.018868895,0.07149849,0.025952766,0.025225801
218,2021-05-21 23:40:09,U.S. Jews grew concerned in recent years as far-right extremism grew. Now Mideast violence is prompting a different threat.,0.27194336,0.013019512,0.37035125,0.16084671,0.053069726,0.14661855
219,2021-05-21 23:21:05,"After recent attacks targeting Jews, Dov Hikind (D) blasted politicians and Jewish leadership, saying the situation will only deteriorate.",0.30487993,0.021206405,0.398219,0.18660255,0.11052819,0.23152463
220,2021-05-21 22:12:08,Has the Squad's rhetoric made everything worse?,0.09870692,0.0024820303,0.023293193,0.10983709,0.017162312,0.015246618
221,2021-05-21 22:00:38,The rallying cry of 'Protect al-Aqsa' sparked a phenomenon the Jewish state had never encountered on such a scale — Jews and minority Israeli Arabs turning on their neighbours.,0.18055865,0.006212507,0.14702564,0.08050404,0.013813568,0.01330622
222,2021-05-21 20:37:39,"While Jews are the numerical majority within the State of Israel, zooming out into the region reveals they are a tiny minority in a predominantly Arab and Islamic region, in which generally unarmed minorities are doomed to expulsion or massacres.",0.1835188,0.008501326,0.26725507,0.095739305,0.02804573,0.17037077
223,2021-05-21 16:41:03,"An attack on a Jewish man during a clash between pro-Israeli and pro-Palestinian protesters in Times Square is being investigated as a hate crime. The small mob knocked the 29-year-old victim to the ground and pepper-sprayed him as they screamed “F--- Jews!” and “F--- Israel!” police said. One of the suspects hit the victim with a pair of crutches, cops said.",0.5026305,0.18660305,0.3339182,0.20162462,0.3253964,0.22530505
224,2021-05-21 15:00:19,A Jewish man was allegedly beaten down in the middle of Times Square in broad daylight as many others were harassed by pro-Palestinian mobs,0.32563272,0.031012578,0.398219,0.14708726,0.141867,0.40362522
225,2021-05-21 12:30:25,More attacks against Jews and Jewish businesses are being reported.,0.31725118,0.017597148,0.46564206,0.1347467,0.11493858,0.2215733
226,2021-05-21 11:31:34,"“These are not Palestinian terror supporters, These are actual terrorists on the streets of New York City. Attacking diners for one reason. They’re Jewish.”",0.5026305,0.07440415,0.601185,0.43649372,0.09596126,0.25515902
227,2021-05-21 10:30:40,"From New York and California to Illinois and Utah, the recent conflict between Israel and Gaza has generated a disturbing backlash against American Jews – who have found themselves the targets of death threats, hate speech and violent physical attacks.",0.30187345,0.015932554,0.2594489,0.13209878,0.023301676,0.21037805
228,2021-05-21 4:24:37,Pro-Palestinian demonstrators were filmed Thursday as they attacked Jews in Manhattan — allegedly harassing and beating pro-Israel counter-demonstrators; shooting fireworks at a crowd of onlookers; and spitting on diners eating in a local restaurant.,0.38959074,0.07660111,0.40073952,0.28602606,0.15435076,0.45818767
229,2021-05-21 3:30:16,"The current strife between Jews and Arabs inside Israel shows that the country’s 1948 war of independence still shapes its history, writes historian Benny Morris.",0.015410362,0.0006428013,0.029929642,0.012903527,0.005267295,0.011125584
230,2021-05-22 23:59:05,"EDITORIAL | New York, home to more Jews than anyplace outside Israel, has seen too many scary outbursts of virulent anti-Semitism in recent years. Beat it back.",0.3063832,0.013495111,0.15086609,0.12224315,0.02539464,0.025077961
231,2021-05-22 22:32:06,"""A social media campaign urging TikTok users to record and post video footage of themselves beating up Jewish people may have spread across the Atlantic.""",0.38953075,0.06601574,0.49044874,0.23447432,0.21357267,0.45281494
232,2021-05-22 18:31:07,"""In a war a Jew gave a kidney to an Arab,"" said Randa Aweis, 58, who received a donor kidney from a Jewish Israeli man who died in the wave of violence between Jews and Arabs in the Israeli town of Lod.",0.1550967,0.005855808,0.22577292,0.069247104,0.032092128,0.09608725
233,2021-05-22 16:50:53,"Fox News host Laura Ingraham opened ""The Ingraham Angle"" on Friday addressing the eruption of attacks on Jews throughout the nation and slamming the Left for refusing to ""confront the anti-Semitic cross-currents in the BLM and 'critical race theory' crowd.""",0.2889918,0.019023946,0.39669138,0.19143583,0.1288108,0.26902026
234,2021-05-22 16:34:56,Shapiro Reacts To Brutal Videos Of Anti-Semitic Attacks In America,0.30053464,0.03185311,0.36871558,0.18901919,0.21406807,0.2906582
235,2021-05-22 13:01:31,"The youngest generation of American Jews is also the most racially diverse, according to a new Pew survey.",0.21036349,0.011533267,0.3339182,0.12901008,0.08867779,0.027147718
236,2021-05-22 10:00:33,"Many of those featured in ""Final Account"" have pristinely preserved their swastika-stamped membership cards to the Hitler Youth and the SS, unwrapping them for Holland with what can only be described as pride.",0.1731117,0.0067475555,0.07492787,0.13588153,0.029161979,0.018351253
237,2021-05-22 4:31:33,"“These are not Palestinian terror supporters, These are actual terrorists on the streets of New York City. Attacking diners for one reason. They’re Jewish.”",0.5026305,0.07440415,0.601185,0.43649372,0.09596126,0.25515902
